miRNA	target	score
hsa-miR-130b-5p	UQCRB	1
hsa-miR-130b-5p	EBF4	1
hsa-miR-130b-5p	ARID3A	1
hsa-miR-130b-5p	KCNK6	1
hsa-miR-130b-5p	EXOC5	1
hsa-miR-130b-5p	ANKRD28	1
hsa-miR-130b-5p	QRSL1	1
hsa-miR-130b-5p	SDHAF2	1
hsa-miR-130b-5p	CSRNP3	1
hsa-miR-130b-5p	CRY2	1
hsa-miR-130b-5p	CUBN	1
hsa-miR-130b-5p	PRKCB	1
hsa-miR-130b-5p	RGS6	1
hsa-miR-130b-5p	BTN3A2	1
hsa-miR-130b-5p	CD44	1
hsa-miR-130b-5p	IKZF2	1
hsa-miR-130b-5p	MAML1	1
hsa-miR-130b-5p	PLCL1	1
hsa-miR-130b-5p	S100A7A	1
hsa-miR-130b-5p	XPO4	1
hsa-miR-130b-5p	ZFX	1
hsa-miR-130b-5p	SVEP1	1
hsa-miR-130b-5p	AKIP1	1
hsa-miR-130b-5p	LPP	1
hsa-miR-130b-5p	LRRFIP1	1
hsa-miR-130b-5p	ZG16	1
hsa-miR-130b-5p	CD200	1
hsa-miR-130b-5p	CDK12	1
hsa-miR-130b-5p	ZC3H11A	1
hsa-miR-130b-5p	SH3PXD2A	1
hsa-miR-130b-5p	DEK	1
hsa-miR-130b-5p	CHD1	1
hsa-miR-130b-5p	EMX2	1
hsa-miR-130b-5p	B3GALNT1	1
hsa-miR-130b-5p	HRH1	1
hsa-miR-130b-5p	PIK3CB	1
hsa-miR-130b-5p	PDGFA	1
hsa-miR-130b-5p	MACC1	1
hsa-miR-130b-5p	C1GALT1	1
hsa-miR-130b-5p	ZNF704	1
hsa-miR-130b-5p	NLGN4X	1
hsa-miR-130b-5p	TFRC	1
hsa-miR-130b-5p	CD86	1
hsa-miR-130b-5p	EPPIN-WFDC6	1
hsa-miR-130b-5p	FOXO1	1
hsa-miR-130b-5p	SLC26A7	1
hsa-miR-130b-5p	PDE3A	1
hsa-miR-130b-5p	NRN1	1
hsa-miR-130b-5p	CGNL1	1
hsa-miR-130b-5p	NAV2	1
hsa-miR-130b-5p	DHTKD1	1
hsa-miR-130b-5p	GPR155	1
hsa-miR-130b-5p	PLP1	1
hsa-miR-130b-5p	RALGPS2	1
hsa-miR-130b-5p	IGF1	1
hsa-miR-130b-5p	TRIM8	1
hsa-miR-130b-5p	SLC5A12	1
hsa-miR-130b-5p	ATXN7	1
hsa-miR-132-3p	MAPK1	1
hsa-miR-132-3p	OSBPL8	1
hsa-miR-132-3p	EIF2S3	1
hsa-miR-132-3p	MTMR10	1
hsa-miR-132-3p	SIRT1	1
hsa-miR-132-3p	CC2D1B	1
hsa-miR-132-3p	CASP7	1
hsa-miR-132-3p	SMAD2	1
hsa-miR-132-3p	ZNF652	1
hsa-miR-132-3p	ARHGAP32	1
hsa-miR-132-3p	CRTC1	1
hsa-miR-132-3p	STAG1	1
hsa-miR-132-3p	RTN4	1
hsa-miR-132-3p	ZEB2	1
hsa-miR-132-3p	GNL3L	1
hsa-miR-132-3p	MECP2	1
hsa-miR-132-3p	TMEM47	1
hsa-miR-132-3p	ASF1A	1
hsa-miR-132-3p	PTGS2	1
hsa-miR-132-3p	MDFIC	1
hsa-miR-132-3p	DAZAP2	1
hsa-miR-132-3p	PSMD12	1
hsa-miR-132-3p	SETD5	1
hsa-miR-132-3p	TSPAN6	1
hsa-miR-132-3p	SH3TC2	1
hsa-miR-132-3p	SPAST	1
hsa-miR-132-3p	CAMSAP2	1
hsa-miR-132-3p	FBXO28	1
hsa-miR-132-3p	ELOC	1
hsa-miR-132-3p	GTF2H1	1
hsa-miR-132-3p	PRDM15	1
hsa-miR-132-3p	TLN2	1
hsa-miR-132-3p	MEF2A	1
hsa-miR-132-3p	PSMA2	1
hsa-miR-132-3p	GDF5	1
hsa-miR-132-3p	RASA1	1
hsa-miR-132-3p	FXR1	1
hsa-miR-132-3p	CALU	1
hsa-miR-132-3p	GNB1	1
hsa-miR-132-3p	VDAC2	1
hsa-miR-132-3p	CCDC169	1
hsa-miR-132-3p	ARID2	1
hsa-miR-132-3p	ZNF236	1
hsa-miR-132-3p	MAP3K3	1
hsa-miR-132-3p	CYP20A1	1
hsa-miR-132-3p	NAP1L1	1
hsa-miR-132-3p	HBEGF	1
hsa-miR-132-3p	ACSL4	1
hsa-miR-132-3p	ACTR2	1
hsa-miR-132-3p	NIPSNAP2	1
hsa-miR-132-3p	BNIP2	1
hsa-miR-132-3p	KLHL11	1
hsa-miR-132-3p	PHF20L1	1
hsa-miR-132-3p	OTUD3	1
hsa-miR-132-3p	SPRED1	1
hsa-miR-132-3p	FZD6	1
hsa-miR-132-3p	RB1	1
hsa-miR-132-3p	BRWD1	1
hsa-miR-132-3p	EML4	1
hsa-miR-132-3p	ANKRD29	1
hsa-miR-132-3p	TJAP1	1
hsa-miR-132-3p	AMD1	1
hsa-miR-132-3p	SOX5	1
hsa-miR-132-3p	SDF2	1
hsa-miR-132-3p	MUC13	1
hsa-miR-132-5p	SCAMP3	1
hsa-miR-132-5p	NLGN2	1
hsa-miR-132-5p	S100A9	1
hsa-miR-1321	CRTC2	1
hsa-miR-1321	SPRY4	1
hsa-miR-1321	AK2	1
hsa-miR-1321	GNG3	1
hsa-miR-1321	OLFML2A	1
hsa-miR-1321	SORCS2	1
hsa-miR-1321	GPR107	1
hsa-miR-1321	TNRC6B	1
hsa-miR-1321	HPCAL1	1
hsa-miR-1321	PDPR	1
hsa-miR-1321	IQSEC2	1
hsa-miR-1321	KRT80	1
hsa-miR-1321	PEX11B	1
hsa-miR-1321	ELFN2	1
hsa-miR-1321	ADGRL1	1
hsa-miR-1321	MSN	1
hsa-miR-1321	ATP2A3	1
hsa-miR-1321	IGFBP4	1
hsa-miR-1321	CLASP1	1
hsa-miR-1321	SLC2A4	1
hsa-miR-1321	C20orf96	1
hsa-miR-1321	SRF	1
hsa-miR-1321	CD44	1
hsa-miR-1321	CTDSP2	1
hsa-miR-1321	TBC1D25	1
hsa-miR-1321	PARP11	1
hsa-miR-1321	GLYR1	1
hsa-miR-1321	MORC4	1
hsa-miR-1321	RPH3A	1
hsa-miR-1321	TRIM67	1
hsa-miR-1321	ZFP36L1	1
hsa-miR-1321	BZW1	1
hsa-miR-1321	CAPN15	1
hsa-miR-1321	PITPNM3	1
hsa-miR-1321	ZNF710	1
hsa-miR-1321	ANKRD52	1
hsa-miR-1321	ELL	1
hsa-miR-1321	RNMT	1
hsa-miR-1321	LASP1	1
hsa-miR-1321	ADGRE5	1
hsa-miR-1321	NCOR2	1
hsa-miR-1321	MYH14	1
hsa-miR-1321	BCL2L1	1
hsa-miR-1321	HES6	1
hsa-miR-1321	TMEM184A	1
hsa-miR-1321	TAGLN	1
hsa-miR-1321	RTKN	1
hsa-miR-1321	SP2	1
hsa-miR-1321	CHRDL1	1
hsa-miR-1321	CBX2	1
hsa-miR-1321	RNF157	1
hsa-miR-1321	LMNB2	1
hsa-miR-1321	TJP3	1
hsa-miR-1321	SUSD6	1
hsa-miR-1321	ZFHX3	1
hsa-miR-1321	UBE2D3	1
hsa-miR-1321	RAB11B	1
hsa-miR-1321	RPRD2	1
hsa-miR-1321	PLXNA1	1
hsa-miR-1321	PCYT1A	1
hsa-miR-1321	CCND3	1
hsa-miR-1321	CBX6	1
hsa-miR-1321	PAX5	1
hsa-miR-1321	ITGA11	1
hsa-miR-1321	LRRC59	1
hsa-miR-1321	MEF2D	1
hsa-miR-1321	UBL4A	1
hsa-miR-1321	KCNA5	1
hsa-miR-1321	PLAGL2	1
hsa-miR-1321	NAV2	1
hsa-miR-1321	SLC6A17	1
hsa-miR-1321	NFAT5	1
hsa-miR-1321	SLC27A1	1
hsa-miR-1321	KANK2	1
hsa-miR-1321	ASXL1	1
hsa-miR-1321	NFIX	1
hsa-miR-1322	CPT1A	1
hsa-miR-1322	GOLGA7	1
hsa-miR-1322	MDH2	1
hsa-miR-1322	TUBA1B	1
hsa-miR-1322	UCHL5	1
hsa-miR-1322	CAPZB	1
hsa-miR-1322	MYH11	1
hsa-miR-1322	PARVA	1
hsa-miR-1322	IRF2BPL	1
hsa-miR-1322	MBNL3	1
hsa-miR-1323	YOD1	1
hsa-miR-1323	HMGN2	1
hsa-miR-1323	ARL6IP1	1
hsa-miR-1323	PPP6C	1
hsa-miR-1323	ATF7IP	1
hsa-miR-1323	FAM151B	1
hsa-miR-1323	TMC7	1
hsa-miR-1323	INSIG1	1
hsa-miR-1323	FJX1	1
hsa-miR-1323	CDH1	1
hsa-miR-1323	CAMSAP1	1
hsa-miR-1323	MFF	1
hsa-miR-1323	MLLT10	1
hsa-miR-1323	WEE1	1
hsa-miR-1323	SCN9A	1
hsa-miR-1323	FNIP1	1
hsa-miR-1323	EXPH5	1
hsa-miR-1323	EIF4EBP2	1
hsa-miR-1323	TRAPPC8	1
hsa-miR-1323	NLN	1
hsa-miR-1323	STK38	1
hsa-miR-1323	MTPN	1
hsa-miR-1323	SH3PXD2A	1
hsa-miR-1323	MTMR9	1
hsa-miR-1323	SOCS7	1
hsa-miR-1323	ARPP19	1
hsa-miR-1323	CRLS1	1
hsa-miR-1323	PLEKHA1	1
hsa-miR-1323	PTBP3	1
hsa-miR-1323	ADCYAP1	1
hsa-miR-1323	HNRNPA2B1	1
hsa-miR-1323	DAB2	1
hsa-miR-1323	PEG10	1
hsa-miR-1324	NECTIN1	1
hsa-miR-1324	KIF1C	1
hsa-miR-1324	SET	1
hsa-miR-1324	CABP5	1
hsa-miR-1324	MGAT3	1
hsa-miR-1324	CDK5R2	1
hsa-miR-1324	OLIG3	1
hsa-miR-1324	BACH2	1
hsa-miR-1324	MAVS	1
hsa-miR-1324	POLD3	1
hsa-miR-1324	P2RX7	1
hsa-miR-1324	RBMS3	1
hsa-miR-1324	KSR2	1
hsa-miR-1324	SELENOI	1
hsa-miR-1324	HACD3	1
hsa-miR-1324	CDK17	1
hsa-miR-1324	HSF2	1
hsa-miR-1324	DUSP7	1
hsa-miR-1324	SOX12	1
hsa-miR-1324	CHAC1	1
hsa-miR-1324	NLGN4X	1
hsa-miR-1324	VPS28	1
hsa-miR-1324	MDM2	1
hsa-miR-1324	NAP1L4	1
hsa-miR-133a-3p	SEC61B	1
hsa-miR-133a-3p	COL1A1	1
hsa-miR-133a-3p	EGFR	1
hsa-miR-133a-3p	PLEKHA3	1
hsa-miR-133a-3p	CNN2	1
hsa-miR-133a-3p	SUPT16H	1
hsa-miR-133a-3p	POU2F2	1
hsa-miR-133a-3p	MSN	1
hsa-miR-133a-3p	RBPJ	1
hsa-miR-133a-3p	ARPC5	1
hsa-miR-133a-3p	PRRT2	1
hsa-miR-133a-3p	RBMXL1	1
hsa-miR-133a-3p	TAGLN2	1
hsa-miR-133a-3p	SP1	1
hsa-miR-133a-3p	ZFP28	1
hsa-miR-133a-3p	PTBP1	1
hsa-miR-133a-3p	UBA2	1
hsa-miR-133a-3p	CDCA8	1
hsa-miR-133a-3p	CDK5R1	1
hsa-miR-133a-3p	SGMS2	1
hsa-miR-133a-3p	LASP1	1
hsa-miR-133a-3p	FBN1	1
hsa-miR-133a-3p	KPNA6	1
hsa-miR-133a-3p	AFTPH	1
hsa-miR-133a-3p	SOX4	1
hsa-miR-133a-3p	HAPLN1	1
hsa-miR-133a-3p	VKORC1	1
hsa-miR-133a-3p	PPP2CA	1
hsa-miR-133a-3p	RAB5C	1
hsa-miR-133a-3p	CERS2	1
hsa-miR-133a-3p	RFFL	1
hsa-miR-133a-3p	FSCN1	1
hsa-miR-133a-3p	PRDM16	1
hsa-miR-133a-3p	FTL	1
hsa-miR-133a-3p	SESN3	1
hsa-miR-133a-3p	MCL1	1
hsa-miR-133a-3p	ATP13A3	1
hsa-miR-133a-3p	CCNI	1
hsa-miR-133a-3p	LDLRAP1	1
hsa-miR-133a-5p	TP53INP2	1
hsa-miR-133a-5p	FBXO6	1
hsa-miR-133a-5p	ARHGAP31	1
hsa-miR-133a-5p	ARL5B	1
hsa-miR-133a-5p	NEUROD1	1
hsa-miR-133a-5p	CCAR2	1
hsa-miR-133a-5p	DEK	1
hsa-miR-133a-5p	CSRP2	1
hsa-miR-133a-5p	RHOC	1
hsa-miR-133a-5p	ARHGAP42	1
hsa-miR-133a-5p	BAG4	1
hsa-miR-133a-5p	SLC39A9	1
hsa-miR-133a-5p	FERMT2	1
hsa-miR-133b	RBMX	1
hsa-miR-133b	ELAVL1	1
hsa-miR-133b	TLE1	1
hsa-miR-133b	TMPRSS11F	1
hsa-miR-133b	CMPK1	1
hsa-miR-133b	CCDC117	1
hsa-miR-133b	CTBP2	1
hsa-miR-133b	MAEA	1
hsa-miR-133b	SCG2	1
hsa-miR-133b	CPNE3	1
hsa-miR-133b	SGTB	1
hsa-miR-133b	SEC61B	1
hsa-miR-133b	ARFIP2	1
hsa-miR-133b	COL1A1	1
hsa-miR-133b	LHX5	1
hsa-miR-133b	EGFR	1
hsa-miR-133b	STX5	1
hsa-miR-133b	NDRG1	1
hsa-miR-133b	EPHA7	1
hsa-miR-133b	NIPA1	1
hsa-miR-133b	PLEKHA3	1
hsa-miR-133b	ZIC3	1
hsa-miR-133b	GPM6A	1
hsa-miR-133b	CNN2	1
hsa-miR-133b	PTPRK	1
hsa-miR-133b	ZC3H14	1
hsa-miR-133b	SUPT16H	1
hsa-miR-133b	GABPB2	1
hsa-miR-133b	POU2F2	1
hsa-miR-133b	PEX5L	1
hsa-miR-133b	KCNMA1	1
hsa-miR-133b	ATP7B	1
hsa-miR-133b	GDNF	1
hsa-miR-133b	SIRT1	1
hsa-miR-133b	PPP2CB	1
hsa-miR-133b	DUSP1	1
hsa-miR-133b	SGK1	1
hsa-miR-133b	NME4	1
hsa-miR-133b	HORMAD2	1
hsa-miR-133b	GPR84	1
hsa-miR-133b	BNIP3L	1
hsa-miR-133b	MED12L	1
hsa-miR-133b	QKI	1
hsa-miR-133b	TRAM2	1
hsa-miR-133b	PREX1	1
hsa-miR-133b	EDEM1	1
hsa-miR-133b	MSN	1
hsa-miR-133b	LANCL2	1
hsa-miR-133b	CRTAM	1
hsa-miR-133b	EXD2	1
hsa-miR-133b	RBPJ	1
hsa-miR-133b	SMARCD1	1
hsa-miR-133b	PDE1C	1
hsa-miR-133b	NAGS	1
hsa-miR-133b	MEIS2	1
hsa-miR-133b	TDRKH	1
hsa-miR-133b	ANKRD28	1
hsa-miR-133b	RAP2C	1
hsa-miR-133b	SQLE	1
hsa-miR-133b	GDI2	1
hsa-miR-133b	VAT1	1
hsa-miR-133b	SH3GL2	1
hsa-miR-133b	UBFD1	1
hsa-miR-133b	PTPRD	1
hsa-miR-133b	VAPB	1
hsa-miR-133b	ALPI	1
hsa-miR-133b	HIC2	1
hsa-miR-133b	CLTA	1
hsa-miR-133b	SNRK	1
hsa-miR-133b	FBXW11	1
hsa-miR-133b	PTPRO	1
hsa-miR-133b	PRRT2	1
hsa-miR-133b	RBMXL1	1
hsa-miR-133b	SP3	1
hsa-miR-133b	CREB5	1
hsa-miR-133b	SESN1	1
hsa-miR-133b	PFN2	1
hsa-miR-133b	MYH9	1
hsa-miR-133b	TGFBR1	1
hsa-miR-133b	SEPHS2	1
hsa-miR-133b	NRIP3	1
hsa-miR-133b	TAGLN2	1
hsa-miR-133b	FBXL2	1
hsa-miR-133b	SP1	1
hsa-miR-133b	WIPF2	1
hsa-miR-133b	ZFP28	1
hsa-miR-133b	RFC3	1
hsa-miR-133b	BICD2	1
hsa-miR-133b	GARNL3	1
hsa-miR-133b	ACAT2	1
hsa-miR-133b	SLC6A6	1
hsa-miR-133b	MAML1	1
hsa-miR-133b	CETN3	1
hsa-miR-133b	XPO4	1
hsa-miR-133b	TTYH3	1
hsa-miR-133b	KIF3C	1
hsa-miR-133b	SLCO1B3	1
hsa-miR-133b	CDK13	1
hsa-miR-133b	MTMR4	1
hsa-miR-133b	TRHDE	1
hsa-miR-133b	PTBP1	1
hsa-miR-133b	GLRA2	1
hsa-miR-133b	SV2A	1
hsa-miR-133b	ARHGAP12	1
hsa-miR-133b	FGFR1	1
hsa-miR-133b	SCN2B	1
hsa-miR-133b	PAN3	1
hsa-miR-133b	UBA2	1
hsa-miR-133b	BTBD3	1
hsa-miR-133b	PCGF2	1
hsa-miR-133b	ZNF710	1
hsa-miR-133b	RARB	1
hsa-miR-133b	PTPRH	1
hsa-miR-133b	SNX15	1
hsa-miR-133b	BICC1	1
hsa-miR-133b	USP6	1
hsa-miR-133b	ZHX3	1
hsa-miR-133b	JAZF1	1
hsa-miR-133b	ZC3H11A	1
hsa-miR-133b	CDK5R1	1
hsa-miR-133b	TFE3	1
hsa-miR-133b	SGMS2	1
hsa-miR-133b	MRC2	1
hsa-miR-133b	LASP1	1
hsa-miR-133b	MEIS1	1
hsa-miR-133b	FAM117B	1
hsa-miR-133b	SF3B4	1
hsa-miR-133b	TFAP2D	1
hsa-miR-133b	FAIM	1
hsa-miR-133b	SACM1L	1
hsa-miR-133b	PFKFB3	1
hsa-miR-133b	PTBP2	1
hsa-miR-133b	FOXL2	1
hsa-miR-133b	TBPL1	1
hsa-miR-133b	SYT1	1
hsa-miR-133b	KPNA6	1
hsa-miR-133b	FOXQ1	1
hsa-miR-133b	RAPH1	1
hsa-miR-133b	ZNF131	1
hsa-miR-133b	ARHGDIA	1
hsa-miR-133b	CNTNAP1	1
hsa-miR-133b	PPFIA3	1
hsa-miR-133b	AFTPH	1
hsa-miR-133b	CRK	1
hsa-miR-133b	SOX4	1
hsa-miR-133b	EIF4A1	1
hsa-miR-133b	B3GALNT1	1
hsa-miR-133b	HAPLN1	1
hsa-miR-133b	BCL2L2	1
hsa-miR-133b	HS2ST1	1
hsa-miR-133b	SOGA1	1
hsa-miR-133b	GRM5	1
hsa-miR-133b	VKORC1	1
hsa-miR-133b	ANK2	1
hsa-miR-133b	FOXC1	1
hsa-miR-133b	C11orf58	1
hsa-miR-133b	NEBL	1
hsa-miR-133b	PPP2R2D	1
hsa-miR-133b	SHISA5	1
hsa-miR-133b	ANKRD12	1
hsa-miR-133b	PPP2CA	1
hsa-miR-133b	LARP6	1
hsa-miR-133b	TMEM128	1
hsa-miR-133b	KLRK1	1
hsa-miR-133b	MAP3K3	1
hsa-miR-133b	ZNF436	1
hsa-miR-133b	POU4F1	1
hsa-miR-133b	HMGCLL1	1
hsa-miR-133b	RAB5C	1
hsa-miR-133b	AIM2	1
hsa-miR-133b	CERS2	1
hsa-miR-133b	UBE2Q1	1
hsa-miR-133b	SLC6A1	1
hsa-miR-133b	PTPRZ1	1
hsa-miR-133b	RFFL	1
hsa-miR-133b	ADCYAP1	1
hsa-miR-133b	BCORL1	1
hsa-miR-133b	ASH1L	1
hsa-miR-133b	CCNC	1
hsa-miR-133b	NR1I3	1
hsa-miR-133b	PKHD1	1
hsa-miR-133b	SLC7A8	1
hsa-miR-133b	UBQLN1	1
hsa-miR-133b	FSCN1	1
hsa-miR-133b	FLI1	1
hsa-miR-133b	SLC50A1	1
hsa-miR-133b	CSNK1G3	1
hsa-miR-133b	PRDM16	1
hsa-miR-133b	SGPP1	1
hsa-miR-133b	NUP153	1
hsa-miR-133b	ARL3	1
hsa-miR-133b	FOXP4	1
hsa-miR-133b	PLCL2	1
hsa-miR-133b	FTL	1
hsa-miR-133b	NUP160	1
hsa-miR-133b	FGF1	1
hsa-miR-133b	PRRX1	1
hsa-miR-133b	VPS54	1
hsa-miR-133b	USP32	1
hsa-miR-133b	CNOT1	1
hsa-miR-133b	DOLPP1	1
hsa-miR-133b	YPEL2	1
hsa-miR-133b	RB1CC1	1
hsa-miR-133b	YES1	1
hsa-miR-133b	MLLT3	1
hsa-miR-133b	SLC30A7	1
hsa-miR-133b	SESN3	1
hsa-miR-133b	CAP1	1
hsa-miR-133b	TIMM17A	1
hsa-miR-133b	RAVER1	1
hsa-miR-133b	HPGD	1
hsa-miR-133b	ZNF263	1
hsa-miR-133b	PITPNM2	1
hsa-miR-133b	MCL1	1
hsa-miR-133b	NFAT5	1
hsa-miR-133b	LPGAT1	1
hsa-miR-133b	ATP6AP2	1
hsa-miR-133b	SUMO1	1
hsa-miR-133b	AKAP9	1
hsa-miR-133b	ATP13A3	1
hsa-miR-133b	AFAP1	1
hsa-miR-133b	GABARAPL1	1
hsa-miR-133b	EBF2	1
hsa-miR-133b	MECOM	1
hsa-miR-133b	CCNI	1
hsa-miR-133b	STXBP6	1
hsa-miR-133b	SOBP	1
hsa-miR-133b	ZNF362	1
hsa-miR-134-3p	YWHAZ	1
hsa-miR-134-3p	KIAA1191	1
hsa-miR-134-3p	CCND1	1
hsa-miR-134-3p	PPP1R14C	1
hsa-miR-134-3p	SHMT1	1
hsa-miR-134-3p	RRAGC	1
hsa-miR-134-3p	ZMIZ1	1
hsa-miR-134-3p	ACVR2B	1
hsa-miR-134-3p	SYT2	1
hsa-miR-134-3p	LSM14A	1
hsa-miR-134-3p	ATP1B4	1
hsa-miR-134-5p	SMAD6	1
hsa-miR-134-5p	KAT6B	1
hsa-miR-134-5p	STAT5B	1
hsa-miR-134-5p	ZDHHC9	1
hsa-miR-134-5p	TSC22D2	1
hsa-miR-134-5p	RAB27A	1
hsa-miR-134-5p	CREB1	1
hsa-miR-134-5p	PUM2	1
hsa-miR-134-5p	ANGPTL4	1
hsa-miR-134-5p	KIAA0040	1
hsa-miR-134-5p	SSX5	1
hsa-miR-134-5p	VEGFA	1
hsa-miR-134-5p	ITGB1	1
hsa-miR-134-5p	KRAS	1
hsa-miR-1343-3p	ANP32B	1
hsa-miR-1343-3p	CHD4	1
hsa-miR-1343-3p	JARID2	1
hsa-miR-1343-3p	PRX	1
hsa-miR-1343-3p	SVOP	1
hsa-miR-1343-3p	RBL1	1
hsa-miR-1343-3p	AMOTL2	1
hsa-miR-1343-3p	CABP4	1
hsa-miR-1343-3p	RABGAP1L	1
hsa-miR-1343-3p	TGFBR1	1
hsa-miR-1343-3p	TRIM44	1
hsa-miR-1343-3p	NAV1	1
hsa-miR-1343-3p	HES2	1
hsa-miR-1343-3p	DUOX2	1
hsa-miR-1343-3p	POLR2E	1
hsa-miR-1343-3p	CLPX	1
hsa-miR-1343-3p	HOXB5	1
hsa-miR-1343-3p	COX6B1	1
hsa-miR-1343-3p	CCDC69	1
hsa-miR-1343-3p	HIP1	1
hsa-miR-1343-3p	NFIC	1
hsa-miR-1343-3p	DIS3L	1
hsa-miR-1343-3p	LARP1	1
hsa-miR-1343-3p	PSENEN	1
hsa-miR-1343-3p	GPAT4	1
hsa-miR-1343-3p	AGTPBP1	1
hsa-miR-1343-3p	ZNF704	1
hsa-miR-1343-3p	BTF3L4	1
hsa-miR-1343-3p	SUSD6	1
hsa-miR-1343-3p	SPTBN2	1
hsa-miR-1343-3p	CBX5	1
hsa-miR-1343-5p	NECTIN1	1
hsa-miR-1343-5p	USF2	1
hsa-miR-1343-5p	SCAMP4	1
hsa-miR-1343-5p	GNAI2	1
hsa-miR-1343-5p	MARK2	1
hsa-miR-1343-5p	SHISA6	1
hsa-miR-1343-5p	ADRA2B	1
hsa-miR-1343-5p	MAPRE1	1
hsa-miR-1343-5p	CDKN1A	1
hsa-miR-1343-5p	UBFD1	1
hsa-miR-1343-5p	HIC2	1
hsa-miR-1343-5p	RGS6	1
hsa-miR-1343-5p	UNC13A	1
hsa-miR-1343-5p	MSI1	1
hsa-miR-1343-5p	LIMD2	1
hsa-miR-1343-5p	CLSTN1	1
hsa-miR-1343-5p	ARL8A	1
hsa-miR-1343-5p	PTPA	1
hsa-miR-1343-5p	TOR4A	1
hsa-miR-1343-5p	FAM168A	1
hsa-miR-1343-5p	NACC1	1
hsa-miR-1343-5p	HSP90AB1	1
hsa-miR-1343-5p	CELSR2	1
hsa-miR-1343-5p	SLC9A3R2	1
hsa-miR-1343-5p	NBL1	1
hsa-miR-1343-5p	CAMTA2	1
hsa-miR-1343-5p	NFASC	1
hsa-miR-1343-5p	LARP1	1
hsa-miR-1343-5p	GPAT4	1
hsa-miR-1343-5p	PFN1	1
hsa-miR-1343-5p	HAND2	1
hsa-miR-1343-5p	HOXC6	1
hsa-miR-1343-5p	ADCY9	1
hsa-miR-1343-5p	UBTF	1
hsa-miR-135a-3p	LRP6	1
hsa-miR-135a-3p	RHOBTB3	1
hsa-miR-135a-5p	SLC6A4	1
hsa-miR-135a-5p	ZNF805	1
hsa-miR-135a-5p	POLH	1
hsa-miR-135a-5p	ESRRA	1
hsa-miR-135a-5p	IRS2	1
hsa-miR-135a-5p	MTSS1	1
hsa-miR-135a-5p	STAT6	1
hsa-miR-135a-5p	RAB3GAP2	1
hsa-miR-135a-5p	RBAK	1
hsa-miR-135a-5p	PTPRD	1
hsa-miR-135a-5p	ROCK2	1
hsa-miR-135a-5p	NUFIP2	1
hsa-miR-135a-5p	KIAA1143	1
hsa-miR-135a-5p	ARC	1
hsa-miR-135a-5p	MBNL1	1
hsa-miR-135a-5p	VLDLR	1
hsa-miR-135a-5p	ATXN7L1	1
hsa-miR-135a-5p	RUNX2	1
hsa-miR-135a-5p	SMAD5	1
hsa-miR-135a-5p	KLF4	1
hsa-miR-135a-5p	JAK2	1
hsa-miR-135a-5p	APC	1
hsa-miR-135a-5p	ROCK1	1
hsa-miR-135a-5p	TXNIP	1
hsa-miR-135a-5p	PPM1E	1
hsa-miR-135a-5p	ZNF609	1
hsa-miR-135a-5p	HOXA10	1
hsa-miR-135a-5p	FOXO1	1
hsa-miR-135a-5p	MMP11	1
hsa-miR-135a-5p	PTK2	1
hsa-miR-135a-5p	SIAH1	1
hsa-miR-135a-5p	NR3C2	1
hsa-miR-135b-3p	ZNF99	1
hsa-miR-135b-3p	GADD45A	1
hsa-miR-135b-3p	MSL2	1
hsa-miR-135b-3p	ZNF732	1
hsa-miR-135b-3p	ZNF138	1
hsa-miR-135b-3p	NCL	1
hsa-miR-135b-3p	PARP15	1
hsa-miR-135b-3p	SETD5	1
hsa-miR-135b-3p	ZNF117	1
hsa-miR-135b-3p	PDCD4	1
hsa-miR-135b-5p	EVI5	1
hsa-miR-135b-5p	LZTS1	1
hsa-miR-135b-5p	ZNF805	1
hsa-miR-135b-5p	POLH	1
hsa-miR-135b-5p	ACVR1B	1
hsa-miR-135b-5p	STAT6	1
hsa-miR-135b-5p	PPP2R5C	1
hsa-miR-135b-5p	RAB3GAP2	1
hsa-miR-135b-5p	TGFBR1	1
hsa-miR-135b-5p	NUFIP2	1
hsa-miR-135b-5p	KIAA1143	1
hsa-miR-135b-5p	ARC	1
hsa-miR-135b-5p	MBNL1	1
hsa-miR-135b-5p	ATXN7L1	1
hsa-miR-135b-5p	RUNX2	1
hsa-miR-135b-5p	SMAD5	1
hsa-miR-135b-5p	KLF4	1
hsa-miR-135b-5p	APC	1
hsa-miR-135b-5p	TXNIP	1
hsa-miR-135b-5p	PPM1E	1
hsa-miR-135b-5p	ZNF609	1
hsa-miR-135b-5p	MEF2C	1
hsa-miR-135b-5p	FOXO1	1
hsa-miR-135b-5p	KRAS	1
hsa-miR-135b-5p	ZNF107	1
hsa-miR-136-3p	HOXB6	1
hsa-miR-136-5p	EXOSC2	1
hsa-miR-136-5p	SAMD7	1
hsa-miR-136-5p	ILF3	1
hsa-miR-136-5p	NPVF	1
hsa-miR-136-5p	ZNF621	1
hsa-miR-136-5p	NUCKS1	1
hsa-miR-136-5p	RLIM	1
hsa-miR-136-5p	MSL2	1
hsa-miR-136-5p	CMTM6	1
hsa-miR-136-5p	MTMR4	1
hsa-miR-136-5p	CBX4	1
hsa-miR-136-5p	PPP2R2A	1
hsa-miR-136-5p	MTPN	1
hsa-miR-136-5p	FCGR3B	1
hsa-miR-136-5p	ICA1L	1
hsa-miR-136-5p	SOCS7	1
hsa-miR-136-5p	GPR158	1
hsa-miR-136-5p	RBM8A	1
