miRNA	target	score
hsa-miR-558	ZNF268	1
hsa-miR-558	NDE1	1
hsa-miR-558	HMGB2	1
hsa-miR-558	NUDT2	1
hsa-miR-558	OSR2	1
hsa-miR-558	FMNL3	1
hsa-miR-558	FAM118B	1
hsa-miR-558	IL13RA1	1
hsa-miR-558	REG3G	1
hsa-miR-558	PBX2	1
hsa-miR-5580-3p	EVI5	1
hsa-miR-5580-3p	PCNA	1
hsa-miR-5580-3p	VENTX	1
hsa-miR-5580-3p	MYLK3	1
hsa-miR-5580-3p	CBX3	1
hsa-miR-5580-3p	GTPBP2	1
hsa-miR-5580-3p	LRRC31	1
hsa-miR-5580-3p	NEXMIF	1
hsa-miR-5580-3p	RNF44	1
hsa-miR-5580-3p	PNRC2	1
hsa-miR-5580-3p	FYN	1
hsa-miR-5580-3p	RASSF6	1
hsa-miR-5580-3p	RSBN1L	1
hsa-miR-5580-3p	ZFP30	1
hsa-miR-5580-3p	ZNF652	1
hsa-miR-5580-3p	AEBP2	1
hsa-miR-5580-3p	CSRNP3	1
hsa-miR-5580-3p	TMEM215	1
hsa-miR-5580-3p	EPOR	1
hsa-miR-5580-3p	KLHL9	1
hsa-miR-5580-3p	MSI2	1
hsa-miR-5580-3p	NDFIP2	1
hsa-miR-5580-3p	NRIP1	1
hsa-miR-5580-3p	CREBRF	1
hsa-miR-5580-3p	RAB11FIP3	1
hsa-miR-5580-3p	PHACTR2	1
hsa-miR-5580-3p	ARL8A	1
hsa-miR-5580-3p	MED13	1
hsa-miR-5580-3p	CHORDC1	1
hsa-miR-5580-3p	DAPK1	1
hsa-miR-5580-3p	LHFPL2	1
hsa-miR-5580-3p	DCAF17	1
hsa-miR-5580-3p	CFL2	1
hsa-miR-5580-3p	PCGF2	1
hsa-miR-5580-3p	SH3TC2	1
hsa-miR-5580-3p	CNTNAP5	1
hsa-miR-5580-3p	NLGN3	1
hsa-miR-5580-3p	HMBOX1	1
hsa-miR-5580-3p	WDR17	1
hsa-miR-5580-3p	MRPL35	1
hsa-miR-5580-3p	AP1S2	1
hsa-miR-5580-3p	ZNF532	1
hsa-miR-5580-3p	ATP7A	1
hsa-miR-5580-3p	FAM126B	1
hsa-miR-5580-3p	RAPH1	1
hsa-miR-5580-3p	PTPRB	1
hsa-miR-5580-3p	FREM2	1
hsa-miR-5580-3p	RORA	1
hsa-miR-5580-3p	L1CAM	1
hsa-miR-5580-3p	C2orf49	1
hsa-miR-5580-3p	IGFBP1	1
hsa-miR-5580-3p	SLITRK4	1
hsa-miR-5580-3p	DCUN1D3	1
hsa-miR-5580-3p	APOOL	1
hsa-miR-5580-3p	UBR2	1
hsa-miR-5580-3p	PIK3R1	1
hsa-miR-5580-3p	MDM2	1
hsa-miR-5580-3p	ZBTB20	1
hsa-miR-5580-3p	SETD7	1
hsa-miR-5580-3p	CNKSR2	1
hsa-miR-5580-3p	SLC12A2	1
hsa-miR-5580-3p	ABHD13	1
hsa-miR-5580-3p	COCH	1
hsa-miR-5580-3p	IRS1	1
hsa-miR-5580-5p	NDOR1	1
hsa-miR-5580-5p	CEP170B	1
hsa-miR-5580-5p	ADAR	1
hsa-miR-5580-5p	RAB30	1
hsa-miR-5580-5p	PPM1F	1
hsa-miR-5580-5p	ADAM22	1
hsa-miR-5580-5p	NCLN	1
hsa-miR-5580-5p	BACH1	1
hsa-miR-5580-5p	C6orf89	1
hsa-miR-5581-3p	YWHAE	1
hsa-miR-5581-3p	ZBTB18	1
hsa-miR-5581-3p	ZNF439	1
hsa-miR-5581-3p	UCHL5	1
hsa-miR-5581-3p	TNPO2	1
hsa-miR-5581-3p	ABLIM1	1
hsa-miR-5581-3p	ADAM22	1
hsa-miR-5581-3p	C18orf25	1
hsa-miR-5581-3p	CSTF2T	1
hsa-miR-5581-5p	SLC39A11	1
hsa-miR-5581-5p	LATS1	1
hsa-miR-5581-5p	TPM3	1
hsa-miR-5581-5p	NWD1	1
hsa-miR-5581-5p	BARHL2	1
hsa-miR-5581-5p	THSD7A	1
hsa-miR-5581-5p	ZBTB40	1
hsa-miR-5581-5p	KIAA0895L	1
hsa-miR-5581-5p	LGALS3BP	1
hsa-miR-5581-5p	GRIN2B	1
hsa-miR-5581-5p	POU3F2	1
hsa-miR-5581-5p	PPP6R1	1
hsa-miR-5581-5p	LMX1B	1
hsa-miR-5581-5p	PAIP2	1
hsa-miR-5581-5p	CHST6	1
hsa-miR-5581-5p	CARM1	1
hsa-miR-5582-3p	HMGN2	1
hsa-miR-5582-3p	CCDC117	1
hsa-miR-5582-3p	PTPRG	1
hsa-miR-5582-3p	ANKIB1	1
hsa-miR-5582-3p	PAIP1	1
hsa-miR-5582-3p	SLC16A1	1
hsa-miR-5582-3p	PCK1	1
hsa-miR-5582-3p	BMP2K	1
hsa-miR-5582-3p	LIN7C	1
hsa-miR-5582-3p	SORCS1	1
hsa-miR-5582-3p	IREB2	1
hsa-miR-5582-3p	PURB	1
hsa-miR-5582-3p	SNX1	1
hsa-miR-5582-3p	LMLN	1
hsa-miR-5582-3p	YTHDF1	1
hsa-miR-5582-3p	PSPC1	1
hsa-miR-5582-3p	TRUB1	1
hsa-miR-5582-3p	CDC14B	1
hsa-miR-5582-3p	RAB33B	1
hsa-miR-5582-3p	SKIL	1
hsa-miR-5582-3p	RAPH1	1
hsa-miR-5582-3p	CBFB	1
hsa-miR-5582-3p	LARP1	1
hsa-miR-5582-3p	PAFAH1B1	1
hsa-miR-5582-3p	GRAMD1C	1
hsa-miR-5582-3p	ACSL3	1
hsa-miR-5582-3p	POU4F1	1
hsa-miR-5582-3p	PDCD4	1
hsa-miR-5582-3p	CDCA4	1
hsa-miR-5582-3p	ZNF749	1
hsa-miR-5582-3p	SUGT1	1
hsa-miR-5582-3p	DDX3X	1
hsa-miR-5582-3p	KRAS	1
hsa-miR-5582-3p	PDZD8	1
hsa-miR-5582-3p	TMEM245	1
hsa-miR-5582-3p	YOD1	1
hsa-miR-5582-3p	ZNF772	1
hsa-miR-5582-3p	YWHAZ	1
hsa-miR-5582-3p	ADAMTS5	1
hsa-miR-5582-3p	PNRC2	1
hsa-miR-5582-3p	ICE2	1
hsa-miR-5582-3p	TVP23B	1
hsa-miR-5582-3p	ZNF555	1
hsa-miR-5582-3p	TNPO2	1
hsa-miR-5582-3p	PECR	1
hsa-miR-5582-3p	NLN	1
hsa-miR-5582-3p	ZNF451	1
hsa-miR-5582-3p	DENND4C	1
hsa-miR-5582-3p	ZNF608	1
hsa-miR-5582-3p	EML6	1
hsa-miR-5582-3p	JMY	1
hsa-miR-5582-3p	OTUD4	1
hsa-miR-5582-3p	ZBTB20	1
hsa-miR-5582-3p	PARP15	1
hsa-miR-5582-3p	ABHD13	1
hsa-miR-5582-3p	PTAR1	1
hsa-miR-5582-3p	STK17A	1
hsa-miR-5582-3p	GSR	1
hsa-miR-5582-3p	DGKE	1
hsa-miR-5582-3p	WTIP	1
hsa-miR-5582-3p	NEK3	1
hsa-miR-5582-3p	IGF2BP3	1
hsa-miR-5582-3p	CERK	1
hsa-miR-5582-3p	SMOC1	1
hsa-miR-5582-3p	MTPAP	1
hsa-miR-5582-3p	PTPRB	1
hsa-miR-5582-3p	SUB1	1
hsa-miR-5582-3p	MKNK2	1
hsa-miR-5582-3p	DNTTIP2	1
hsa-miR-5582-3p	MED10	1
hsa-miR-5582-3p	ACVR2B	1
hsa-miR-5582-3p	TRMT5	1
hsa-miR-5582-3p	FOXN2	1
hsa-miR-5582-3p	MFSD14B	1
hsa-miR-5582-3p	RCC2	1
hsa-miR-5582-3p	PDGFRA	1
hsa-miR-5582-3p	DNAJB14	1
hsa-miR-5582-3p	ERP44	1
hsa-miR-5582-3p	UBL3	1
hsa-miR-5582-3p	TRIM13	1
hsa-miR-5582-3p	CLOCK	1
hsa-miR-5582-3p	SMAD4	1
hsa-miR-5582-3p	XRCC2	1
hsa-miR-5582-3p	RIMS4	1
hsa-miR-5582-3p	QTRT2	1
hsa-miR-5582-3p	SPC25	1
hsa-miR-5582-3p	TBL1XR1	1
hsa-miR-5582-3p	TVP23C	1
hsa-miR-5582-3p	HMGN4	1
hsa-miR-5582-3p	ZIC2	1
hsa-miR-5582-3p	FKBP1A	1
hsa-miR-5582-3p	ARPP19	1
hsa-miR-5582-3p	MOB1B	1
hsa-miR-5582-3p	PRLR	1
hsa-miR-5582-3p	RNPS1	1
hsa-miR-5582-3p	ELK4	1
hsa-miR-5582-3p	RASGEF1A	1
hsa-miR-5582-3p	ZNF106	1
hsa-miR-5582-3p	ZYG11B	1
hsa-miR-5582-5p	TMEM41A	1
hsa-miR-5582-5p	TMED5	1
hsa-miR-5582-5p	RBM23	1
hsa-miR-5582-5p	ITGA3	1
hsa-miR-5582-5p	CREBZF	1
hsa-miR-5582-5p	SEC14L5	1
hsa-miR-5582-5p	EIF4EBP1	1
hsa-miR-5582-5p	QKI	1
hsa-miR-5582-5p	GPATCH8	1
hsa-miR-5582-5p	SLC7A14	1
hsa-miR-5582-5p	PTPN14	1
hsa-miR-5582-5p	SLC16A1	1
hsa-miR-5582-5p	RIPK4	1
hsa-miR-5582-5p	AKT3	1
hsa-miR-5582-5p	CLOCK	1
hsa-miR-5582-5p	SHC1	1
hsa-miR-5582-5p	INO80D	1
hsa-miR-5582-5p	LRRC58	1
hsa-miR-5582-5p	KAT7	1
hsa-miR-5582-5p	NCAM2	1
hsa-miR-5582-5p	SP1	1
hsa-miR-5582-5p	TSHZ1	1
hsa-miR-5582-5p	PLEKHF2	1
hsa-miR-5582-5p	CREBRF	1
hsa-miR-5582-5p	JADE3	1
hsa-miR-5582-5p	PARP16	1
hsa-miR-5582-5p	ZNF449	1
hsa-miR-5582-5p	TBX15	1
hsa-miR-5582-5p	AMOTL1	1
hsa-miR-5582-5p	MGAT4A	1
hsa-miR-5582-5p	SLC8A1	1
hsa-miR-5582-5p	PTBP1	1
hsa-miR-5582-5p	GOLGA8A	1
hsa-miR-5582-5p	NR3C1	1
hsa-miR-5582-5p	TADA2B	1
hsa-miR-5582-5p	NSD2	1
hsa-miR-5582-5p	ERGIC1	1
hsa-miR-5582-5p	CLDND1	1
hsa-miR-5582-5p	CDK2	1
hsa-miR-5582-5p	LRRC1	1
hsa-miR-5582-5p	ABT1	1
hsa-miR-5582-5p	ZNF131	1
hsa-miR-5582-5p	SLC31A1	1
hsa-miR-5582-5p	GOLGA8J	1
hsa-miR-5582-5p	KSR2	1
hsa-miR-5582-5p	CHSY1	1
hsa-miR-5582-5p	RHOG	1
hsa-miR-5582-5p	WASF2	1
hsa-miR-5582-5p	ZBED3	1
hsa-miR-5582-5p	GXYLT1	1
hsa-miR-5582-5p	PTBP3	1
hsa-miR-5582-5p	G3BP1	1
hsa-miR-5582-5p	E2F6	1
hsa-miR-5582-5p	SCOC	1
hsa-miR-5582-5p	MAP3K2	1
hsa-miR-5582-5p	ZWINT	1
hsa-miR-5582-5p	RAB3GAP1	1
hsa-miR-5582-5p	TSC22D4	1
hsa-miR-5582-5p	PLEKHG2	1
hsa-miR-5582-5p	SNTB2	1
hsa-miR-5582-5p	ZBTB33	1
hsa-miR-5582-5p	NFIX	1
hsa-miR-5582-5p	DGAT2	1
hsa-miR-5583-3p	SGTB	1
hsa-miR-5583-3p	MIB1	1
hsa-miR-5583-3p	BOLA3	1
hsa-miR-5583-3p	MBNL2	1
hsa-miR-5583-3p	PTPRD	1
hsa-miR-5583-3p	BACH2	1
hsa-miR-5583-3p	EIF4A2	1
hsa-miR-5583-3p	MTRNR2L6	1
hsa-miR-5583-3p	OLA1	1
hsa-miR-5583-3p	B3GNT2	1
hsa-miR-5583-3p	CNBP	1
hsa-miR-5583-3p	SDHD	1
hsa-miR-5583-3p	PITX2	1
hsa-miR-5583-3p	KLHL5	1
hsa-miR-5583-3p	NDUFB6	1
hsa-miR-5583-3p	LRP2BP	1
hsa-miR-5583-5p	SYT4	1
hsa-miR-5583-5p	PBRM1	1
hsa-miR-5583-5p	SLC33A1	1
hsa-miR-5583-5p	SLC35A5	1
hsa-miR-5583-5p	BCAT1	1
hsa-miR-5583-5p	NSL1	1
hsa-miR-5583-5p	RAB33B	1
hsa-miR-5583-5p	SRSF1	1
hsa-miR-5583-5p	DYNC1I2	1
hsa-miR-5583-5p	KLHL15	1
hsa-miR-5583-5p	TMEM245	1
hsa-miR-5584-3p	MTHFD2	1
hsa-miR-5584-3p	EPHA4	1
hsa-miR-5584-3p	SYAP1	1
hsa-miR-5584-3p	TMSB4X	1
hsa-miR-5584-3p	DDI2	1
hsa-miR-5584-3p	TMEM117	1
hsa-miR-5584-3p	SEC62	1
hsa-miR-5584-3p	SIX3	1
hsa-miR-5584-3p	ARID2	1
hsa-miR-5584-3p	AREL1	1
hsa-miR-5584-3p	SH3GLB1	1
hsa-miR-5584-3p	ANP32E	1
hsa-miR-5584-3p	MTX3	1
hsa-miR-5584-3p	RANBP1	1
hsa-miR-5584-3p	TRNT1	1
hsa-miR-5584-3p	LSAMP	1
hsa-miR-5584-3p	ZNF286A	1
hsa-miR-5584-3p	KPNA2	1
hsa-miR-5584-5p	REL	1
hsa-miR-5584-5p	STMN1	1
hsa-miR-5584-5p	SMG1	1
hsa-miR-5584-5p	UBE2Z	1
hsa-miR-5584-5p	WTIP	1
hsa-miR-5584-5p	SSTR1	1
hsa-miR-5584-5p	ENC1	1
hsa-miR-5584-5p	MED30	1
hsa-miR-5584-5p	UHMK1	1
hsa-miR-5584-5p	CTNND1	1
hsa-miR-5584-5p	BACE2	1
hsa-miR-5584-5p	ITM2C	1
hsa-miR-5584-5p	HMGXB3	1
hsa-miR-5584-5p	CMTM4	1
hsa-miR-5584-5p	USP15	1
hsa-miR-5584-5p	AGAP1	1
hsa-miR-5584-5p	CNNM4	1
hsa-miR-5584-5p	UBXN7	1
hsa-miR-5584-5p	NUFIP2	1
hsa-miR-5584-5p	TNPO2	1
hsa-miR-5584-5p	PPP1CB	1
hsa-miR-5584-5p	TAF12	1
hsa-miR-5584-5p	TM9SF4	1
hsa-miR-5584-5p	TERB2	1
hsa-miR-5584-5p	QSER1	1
hsa-miR-5584-5p	ST8SIA3	1
hsa-miR-5584-5p	NPEPPS	1
hsa-miR-5584-5p	DUSP4	1
hsa-miR-5584-5p	ARIH1	1
hsa-miR-5584-5p	EPHB4	1
hsa-miR-5584-5p	KLHL28	1
hsa-miR-5584-5p	SOCS7	1
hsa-miR-5584-5p	SCD	1
hsa-miR-5584-5p	RPS6KA5	1
hsa-miR-5584-5p	ZSCAN29	1
hsa-miR-5584-5p	EIF4E3	1
hsa-miR-5584-5p	SLC25A36	1
hsa-miR-5584-5p	C3orf80	1
hsa-miR-5584-5p	MCRIP2	1
hsa-miR-5584-5p	RAD54L2	1
hsa-miR-5584-5p	NPTX2	1
hsa-miR-5584-5p	TMEM127	1
hsa-miR-5584-5p	GP5	1
hsa-miR-5584-5p	STK35	1
hsa-miR-5584-5p	PIP4P1	1
hsa-miR-5584-5p	HLA-B	1
hsa-miR-5584-5p	PPIL1	1
hsa-miR-5584-5p	KLHL12	1
hsa-miR-5585-3p	ZNF548	1
hsa-miR-5585-3p	SMYD1	1
hsa-miR-5585-3p	KMT5B	1
hsa-miR-5585-3p	PPARGC1A	1
hsa-miR-5585-3p	TAOK1	1
hsa-miR-5585-3p	RBPJ	1
hsa-miR-5585-3p	KANSL1	1
hsa-miR-5585-3p	HOXA5	1
hsa-miR-5585-3p	FIGN	1
hsa-miR-5585-3p	SMAD9	1
hsa-miR-5585-3p	SHOX2	1
hsa-miR-5585-3p	MAP3K2	1
hsa-miR-5585-3p	DOCK7	1
hsa-miR-5585-5p	ARL13B	1
hsa-miR-5585-5p	USP46	1
hsa-miR-5585-5p	TNPO1	1
hsa-miR-5585-5p	PAG1	1
hsa-miR-5585-5p	MED13	1
hsa-miR-5585-5p	OLA1	1
hsa-miR-5585-5p	REEP3	1
hsa-miR-5585-5p	CNOT6L	1
hsa-miR-5585-5p	AMD1	1
hsa-miR-5586-3p	ARL6IP1	1
hsa-miR-5586-3p	PUS10	1
hsa-miR-5586-3p	CREBBP	1
hsa-miR-5586-3p	TRAM2	1
hsa-miR-5586-3p	KCNN3	1
hsa-miR-5586-3p	TEX261	1
hsa-miR-5586-3p	EXOC5	1
hsa-miR-5586-3p	YWHAQ	1
hsa-miR-5586-3p	SPRTN	1
hsa-miR-5586-3p	FLOT2	1
hsa-miR-5586-3p	MAGEA12	1
hsa-miR-5586-3p	SIX4	1
hsa-miR-5586-3p	TMEM167B	1
hsa-miR-5586-3p	SPC24	1
hsa-miR-5586-3p	SPRY1	1
hsa-miR-5586-3p	LARP1	1
hsa-miR-5586-3p	PPM1A	1
hsa-miR-5586-3p	GFPT1	1
hsa-miR-5586-3p	MXRA7	1
hsa-miR-5586-3p	CTNNB1	1
hsa-miR-5586-3p	NDUFAF3	1
hsa-miR-5586-3p	TRAF3IP2	1
hsa-miR-5586-5p	HMGN2	1
hsa-miR-5586-5p	FOS	1
hsa-miR-5586-5p	TXNL1	1
hsa-miR-5586-5p	TNRC6B	1
hsa-miR-5586-5p	ZBTB18	1
hsa-miR-5586-5p	PLEKHO1	1
hsa-miR-5586-5p	PPP2R5E	1
hsa-miR-5586-5p	NR3C1	1
hsa-miR-5586-5p	MKX	1
hsa-miR-5586-5p	LRIG2	1
hsa-miR-5586-5p	ORC4	1
hsa-miR-5586-5p	TRMT5	1
hsa-miR-5586-5p	SIN3A	1
hsa-miR-5586-5p	EIF2AK2	1
hsa-miR-5587-3p	ANK1	1
hsa-miR-5587-3p	FANCA	1
hsa-miR-5587-3p	COPS7B	1
hsa-miR-5587-3p	RTN4RL2	1
hsa-miR-5587-3p	FRMPD4	1
hsa-miR-5587-3p	SYT7	1
hsa-miR-5587-5p	RNF168	1
hsa-miR-5587-5p	ELOVL1	1
hsa-miR-5587-5p	PTMA	1
hsa-miR-5587-5p	CDK5R1	1
hsa-miR-5587-5p	HAPLN1	1
hsa-miR-5587-5p	RAB5C	1
hsa-miR-5587-5p	MAP3K2	1
hsa-miR-5588-3p	INO80D	1
hsa-miR-5588-3p	YY1	1
hsa-miR-5588-3p	VWCE	1
hsa-miR-5588-3p	LRIF1	1
hsa-miR-5588-3p	DUSP3	1
hsa-miR-5588-3p	SLC16A9	1
hsa-miR-5588-3p	UBE2V1	1
hsa-miR-5588-5p	RASSF6	1
hsa-miR-5588-5p	CDC27	1
hsa-miR-5588-5p	GOLGA7	1
hsa-miR-5588-5p	E2F3	1
hsa-miR-5588-5p	RDH11	1
hsa-miR-5588-5p	WASL	1
hsa-miR-5588-5p	CACNA2D1	1
hsa-miR-5588-5p	MRGBP	1
hsa-miR-5588-5p	SOX4	1
hsa-miR-5588-5p	RER1	1
hsa-miR-5588-5p	ITGB1	1
hsa-miR-5588-5p	EBAG9	1
hsa-miR-5588-5p	KLHL15	1
hsa-miR-5588-5p	AMD1	1
hsa-miR-5588-5p	PABPC1	1
hsa-miR-5589-3p	SLC16A14	1
hsa-miR-5589-3p	CPEB4	1
hsa-miR-5589-3p	DNAJB9	1
hsa-miR-5589-3p	TRIQK	1
hsa-miR-5589-3p	NF2	1
hsa-miR-5589-3p	SLX4	1
hsa-miR-5589-3p	TWF1	1
hsa-miR-5589-3p	CCNB1	1
hsa-miR-5589-3p	COX20	1
hsa-miR-5589-3p	FRS2	1
hsa-miR-5589-3p	KIAA1109	1
hsa-miR-5589-3p	ZFC3H1	1
hsa-miR-5589-3p	CBX4	1
hsa-miR-5589-3p	HSPA5	1
hsa-miR-5589-3p	SPN	1
hsa-miR-5589-3p	CIC	1
hsa-miR-5589-3p	ARL8B	1
hsa-miR-5589-3p	GNG5	1
hsa-miR-5589-3p	SLC5A7	1
hsa-miR-5589-3p	RRN3	1
hsa-miR-5589-3p	ZNF131	1
hsa-miR-5589-3p	SUB1	1
hsa-miR-5589-3p	GATA6	1
hsa-miR-5589-3p	C18orf25	1
hsa-miR-5589-3p	RCC2	1
hsa-miR-5589-3p	USP28	1
hsa-miR-5589-3p	SESN3	1
hsa-miR-5589-3p	LCOR	1
hsa-miR-5589-3p	LZIC	1
hsa-miR-5589-3p	GRIN2A	1
hsa-miR-5589-5p	YOD1	1
hsa-miR-5589-5p	MNT	1
hsa-miR-5589-5p	FOXK1	1
hsa-miR-5589-5p	ATG9A	1
hsa-miR-5589-5p	GK5	1
hsa-miR-5589-5p	ABHD18	1
hsa-miR-5589-5p	KCNK6	1
hsa-miR-5589-5p	WWC1	1
hsa-miR-5589-5p	CYP27C1	1
hsa-miR-5589-5p	COX19	1
hsa-miR-5589-5p	SERF2	1
hsa-miR-5589-5p	BCL2L11	1
hsa-miR-5589-5p	SBF1	1
hsa-miR-5589-5p	VPS35	1
hsa-miR-5589-5p	N4BP2L2	1
hsa-miR-5589-5p	IRAK4	1
hsa-miR-5589-5p	ZBTB46	1
hsa-miR-5589-5p	ORAI2	1
hsa-miR-5589-5p	THEM4	1
hsa-miR-5589-5p	SLC35F6	1
hsa-miR-5589-5p	KIF6	1
hsa-miR-5589-5p	HIP1	1
hsa-miR-5589-5p	ULK1	1
hsa-miR-5589-5p	GRIK3	1
hsa-miR-5589-5p	IL17REL	1
hsa-miR-5589-5p	NUP50	1
hsa-miR-5589-5p	BMP8B	1
hsa-miR-5589-5p	ZNF207	1
hsa-miR-5589-5p	THSD4	1
hsa-miR-5589-5p	TMEM127	1
hsa-miR-5589-5p	CRCP	1
hsa-miR-5589-5p	BBS1	1
hsa-miR-5589-5p	KIAA1549	1
hsa-miR-559	NEGR1	1
hsa-miR-559	ANP32B	1
hsa-miR-559	HMGN2	1
hsa-miR-559	CLASP2	1
hsa-miR-559	CCDC117	1
hsa-miR-559	MSANTD4	1
hsa-miR-559	MIB1	1
hsa-miR-559	TMTC3	1
hsa-miR-559	ANAPC1	1
hsa-miR-559	ZDHHC21	1
hsa-miR-559	RAB8B	1
hsa-miR-559	CBX3	1
hsa-miR-559	JARID2	1
hsa-miR-559	ANGEL2	1
hsa-miR-559	BMPR2	1
hsa-miR-559	PTPRG	1
hsa-miR-559	NOTCH2	1
hsa-miR-559	ABCA8	1
hsa-miR-559	STK38L	1
hsa-miR-559	C5orf24	1
hsa-miR-559	SRP9	1
hsa-miR-559	LY75	1
hsa-miR-559	BRIX1	1
hsa-miR-559	DNAJB4	1
hsa-miR-559	MAN1A2	1
hsa-miR-559	PKN2	1
hsa-miR-559	NECTIN3	1
hsa-miR-559	FAM53C	1
hsa-miR-559	LRAT	1
hsa-miR-559	CD9	1
hsa-miR-559	HNRNPA3	1
hsa-miR-559	HERPUD1	1
hsa-miR-559	IPMK	1
hsa-miR-559	CD164	1
hsa-miR-559	BTBD3	1
hsa-miR-559	CAMTA1	1
hsa-miR-559	C3orf38	1
hsa-miR-559	PPP1R9A	1
hsa-miR-559	ATXN7L1	1
hsa-miR-559	ACVR2A	1
hsa-miR-559	CD81	1
hsa-miR-559	SACS	1
hsa-miR-559	MIER1	1
hsa-miR-559	ZCCHC8	1
hsa-miR-559	PHF6	1
hsa-miR-559	FAM221A	1
hsa-miR-559	CBFB	1
hsa-miR-559	DTNA	1
hsa-miR-559	HS2ST1	1
hsa-miR-559	PRRC1	1
hsa-miR-559	SERTAD2	1
hsa-miR-559	ZBTB11	1
hsa-miR-559	ZBTB41	1
hsa-miR-559	RHOQ	1
hsa-miR-559	ATM	1
hsa-miR-559	CR1	1
hsa-miR-559	KIF2C	1
hsa-miR-559	CSGALNACT2	1
hsa-miR-559	HECA	1
hsa-miR-559	C6orf118	1
hsa-miR-559	PROK2	1
hsa-miR-559	PCMT1	1
hsa-miR-559	FNDC3B	1
hsa-miR-559	SCN3A	1
hsa-miR-559	SEL1L	1
hsa-miR-559	MTCP1	1
hsa-miR-559	PELI2	1
hsa-miR-559	PGAP1	1
hsa-miR-559	WWP1	1
hsa-miR-559	ITGAV	1
hsa-miR-559	SOX11	1
hsa-miR-559	LACTB	1
hsa-miR-559	NBEA	1
hsa-miR-559	WBP4	1
hsa-miR-559	NFAT5	1
hsa-miR-559	CLDN16	1
hsa-miR-559	PPARG	1
hsa-miR-559	CDS1	1
hsa-miR-559	SGCD	1
hsa-miR-559	RGPD4	1
hsa-miR-559	YOD1	1
hsa-miR-559	PTP4A1	1
hsa-miR-559	SAMD8	1
hsa-miR-559	LIPA	1
hsa-miR-559	ZMYM1	1
hsa-miR-559	PPEF2	1
hsa-miR-559	RICTOR	1
hsa-miR-559	MEGF11	1
hsa-miR-559	TBC1D4	1
hsa-miR-559	LANCL1	1
hsa-miR-559	CCNB1	1
hsa-miR-559	TTC13	1
hsa-miR-559	PDE1C	1
hsa-miR-559	SMAD2	1
hsa-miR-559	CCNG2	1
hsa-miR-559	BTG3	1
hsa-miR-559	KIF5C	1
hsa-miR-559	MAP4K4	1
hsa-miR-559	XPNPEP1	1
hsa-miR-559	MFSD9	1
hsa-miR-559	CREB5	1
hsa-miR-559	SLC23A2	1
hsa-miR-559	NTRK2	1
hsa-miR-559	ATP2C1	1
hsa-miR-559	HEY1	1
hsa-miR-559	SOCS4	1
hsa-miR-559	REV3L	1
hsa-miR-559	LRRC42	1
hsa-miR-559	GABPA	1
hsa-miR-559	S1PR1	1
hsa-miR-559	NUP54	1
hsa-miR-559	NFKB1	1
hsa-miR-559	IGSF11	1
hsa-miR-559	ARL6IP6	1
hsa-miR-559	ONECUT2	1
hsa-miR-559	OTUD6B	1
hsa-miR-559	NXF1	1
hsa-miR-559	PDE5A	1
hsa-miR-559	OAZ1	1
hsa-miR-559	LPP	1
hsa-miR-559	WDR47	1
hsa-miR-559	FAM135A	1
hsa-miR-559	STYX	1
hsa-miR-559	LCORL	1
hsa-miR-559	TRPC5	1
hsa-miR-559	VLDLR	1
hsa-miR-559	RNF146	1
hsa-miR-559	MED6	1
hsa-miR-559	SIX4	1
hsa-miR-559	PLEKHH2	1
hsa-miR-559	SNX16	1
hsa-miR-559	FLRT3	1
hsa-miR-559	GABRA4	1
hsa-miR-559	UBE2A	1
hsa-miR-559	PEX3	1
hsa-miR-559	FZD7	1
hsa-miR-559	BCOR	1
hsa-miR-559	GPR85	1
hsa-miR-559	C21orf91	1
hsa-miR-559	MKLN1	1
hsa-miR-559	MKI67	1
hsa-miR-559	LMX1A	1
hsa-miR-559	SV2B	1
hsa-miR-559	LARP4	1
hsa-miR-559	MIER3	1
hsa-miR-559	FMNL2	1
hsa-miR-559	VDAC2	1
hsa-miR-559	LRRC4B	1
hsa-miR-559	CYP20A1	1
hsa-miR-559	IKZF5	1
hsa-miR-559	UBE2D2	1
hsa-miR-559	CNTN5	1
hsa-miR-559	HIVEP2	1
hsa-miR-559	SPOPL	1
hsa-miR-559	NUP50	1
hsa-miR-559	PEG10	1
hsa-miR-559	ETF1	1
hsa-miR-559	ZNF608	1
hsa-miR-559	REEP3	1
hsa-miR-559	CYB5A	1
hsa-miR-559	RALA	1
hsa-miR-559	GAPVD1	1
hsa-miR-559	GNG12	1
hsa-miR-559	TCEAL4	1
hsa-miR-559	GDA	1
hsa-miR-559	ZBTB20	1
hsa-miR-559	SUPT3H	1
hsa-miR-559	MAP9	1
hsa-miR-559	DHRS1	1
hsa-miR-559	PRKAA1	1
hsa-miR-559	PARD3	1
hsa-miR-559	PDE12	1
hsa-miR-559	CEP120	1
hsa-miR-559	VGLL3	1
hsa-miR-559	SERBP1	1
hsa-miR-559	TMEM41B	1
hsa-miR-559	SYNCRIP	1
hsa-miR-559	CPS1	1
hsa-miR-559	KLF15	1
hsa-miR-559	ZNF395	1
hsa-miR-559	CHIC2	1
hsa-miR-559	GPD2	1
hsa-miR-559	XRN1	1
hsa-miR-559	PTAR1	1
hsa-miR-559	PCDH11Y	1
hsa-miR-559	CHTOP	1
hsa-miR-559	ERBB2	1
hsa-miR-559	ARL13B	1
